phase,experiment,method,seed,episode,scenario_seed,initial_observation_sha256,env_reward,training_reward,steps,termination_reason,collision,crash_vehicle,crash_object,out_of_road,goal_reached,max_steps_reached,rmst_event_definition,rmst_event_observed,event_or_censor_time_steps,wall_time_seconds,cpu_time_seconds,average_loss,average_rnd_loss,average_rnd_bonus,replay_buffer_size,learn_steps,epsilon,rnd_beta,noisy_sigma_init,network_frozen,updates_during_test,action_source_counts
train,rnd,DQN + RND,999001,0,999001,627c00fa37b59083891010c8f331e85703cdb4113885ef912504eacef55f0688,-50.0,-49.99992110027,1,out_of_road,False,False,False,True,False,True,collision,False,1,0.4623129330575466,0.4622875790000007,0.0,0.007889972999691963,7.889972999691963e-05,1,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1}"
test,rnd,DQN + RND,999001,0,1999001,8334eac179805b3e42fb99ab24e37f2e7352b9f26d1d682c7289ef22e01ed653,-50.0,-50.0,1,out_of_road,False,False,False,True,False,True,collision,False,1,0.29052713606506586,0.2904342100000008,0.0,0.0,0.0,1,0,0.2,0.01,0.0,True,0,"{""frozen_argmax"": 1}"
